,Date,Chaine,Part_de_marche,Jour,Heure_prgm1,Titre_prgm1,Type_prgm1,Duree_prgm1,Nbre_episodes_prgm1,Age_conseille_prgm1,Heure_prgm2,Titre_prgm2,Type_prgm2,Duree_prgm2,Nbre_episodes_prgm2,Age_conseille_prgm2
9099,24 novembre 2016,TFX,2.9,jeudi,20.55,Jurassic Park,Film,145 mn,NA,NA,23.20,Les chroniques de Riddick,Film,125 mn,NA,-10 ans
9100,24 novembre 2016,France 4,2.4,jeudi,20.55,The Karate Kid,Film,140 mn,NA,NA,23.15,Les aventures de Flynn Carson : le mystère de la Lance sacrée,Telefilm,90 mn,NA,NA
9101,24 novembre 2016,Arte,2.1,jeudi,20.55,"Norskov, dans le secret des glaces",Serie TV,90 mn,2 ,NA,22.20,Marina,Film,120 mn,NA,NA
9102,24 novembre 2016,Cherie 25,1.7,jeudi,20.55,Panic Room,Film,130 mn,NA,-12 ans,23.05,Le déshonneur d'Elisabeth Campbell,Film,130 mn,NA,-12 ans
9103,24 novembre 2016,RMC Decouverte,1.5,jeudi,20.50,Airbus A350 : la nouvelle star des airs,Documentaire,55 mn,NA,NA,21.45,Aviateurs,Documentaire,75 mn,NA,NA
9104,24 novembre 2016,France 5,1.2,jeudi,20.45,La grande librairie,Magazine,90 mn,NA,NA,22.15,C dans l'air,Magazine,70 mn,NA,NA
9105,24 novembre 2016,C Star,1.2,jeudi,20.50,Paparazzi,Film,120 mn,NA,NA,22.50,Le contrat,Film,145 mn,NA,-10 ans
9106,24 novembre 2016,NRJ 12,1.2,jeudi,20.55,The Truman Show,Film,120 mn,NA,NA,22.55,L'empire des loups,Film,145 mn,NA,-12 ans
9107,24 novembre 2016,6ter,0.9,jeudi,20.55,Départ immédiat,Magazine,220 mn,3 ,NA,NA,Départ immédiat,Magazine,NA,3 ,NA
9108,24 novembre 2016,RMC Story,0.6,jeudi,20.55,L'ombre d'un doute,Magazine,130 mn,3 ,NA,NA,L'ombre d'un doute,Magazine,NA,3 ,NA
9109,25 novembre 2016,TF1,25.8,vendredi,20.55,Koh-Lanta,Jeu,135 mn,NA,NA,23.10,"Vendredi, tout est permis avec Arthur",Divertissement,120 mn,NA,NA
9110,25 novembre 2016,France 2,14.8,vendredi,20.55,Deux flics sur les docks,Serie TV,90 mn,NA,-10 ans,22.25,Taratata 100 % Live,Magazine,120 mn,NA,NA
9111,25 novembre 2016,M6,12.5,vendredi,21.00,NCIS,Serie TV,110 mn,5 ,-10 ans,NA,NCIS,Serie TV,NA,5 ,NA
9112,25 novembre 2016,France 3,8.00,vendredi,20.55,Thalassa,Magazine,115 mn,NA,NA,23.30,"Romy, de tout son coeur",Documentaire,105 mn,NA,NA
9113,25 novembre 2016,C8,4.4,vendredi,21.00,Les Chevaliers du Fiel mettent le feu au sapin !,Spectacle,120 mn,NA,NA,23.00,Les Chevaliers du Fiel chantent Noël,Spectacle,100 mn,NA,NA
9114,25 novembre 2016,Arte,3.2,vendredi,20.55,Trouble-fête,Telefilm,90 mn,NA,NA,22.25,Tangerine Dream,Documentaire,60 mn,NA,NA
9115,25 novembre 2016,W9,3.2,vendredi,20.55,Enquête d'action,Magazine,250 mn,3 ,NA,NA,Enquête d'action,Magazine,NA,3 ,NA
9116,25 novembre 2016,TMC,3.1,vendredi,20.55,Mentalist,Serie TV,100 mn,4 ,-10 ans,NA,Mentalist,Serie TV,NA,4 ,NA
9117,25 novembre 2016,France 5,2.8,vendredi,20.45,La maison France 5,Magazine,60 mn,NA,NA,21.45,"Silence, ça pousse !",Magazine,50 mn,NA,NA
9118,25 novembre 2016,France 4,2.2,vendredi,20.50,Test-match féminin,Sport,129 mn,NA,NA,23.00,Une saison chez les bonobos,Documentaire,90 mn,4 ,NA
9119,25 novembre 2016,RMC Decouverte,1.8,vendredi,20.50,Le secret médical d'Hitler,Documentaire,60 mn,NA,NA,21.50,Les dossiers secrets du IIIe Reich,Documentaire,55 mn,NA,NA
9120,25 novembre 2016,TFX,1.8,vendredi,20.55,Super Nanny,Divertissement,230 mn,2 ,NA,00.40,"Pascal, le grand frère",Magazine,110 mn,NA,-10 ans
9121,25 novembre 2016,Cherie 25,1.5,vendredi,20.55,C'est mon tour,Telefilm,110 mn,NA,NA,22.45,Cet été-là,Telefilm,110 mn,NA,-10 ans
9122,25 novembre 2016,Gulli,1.4,vendredi,20.50,Dinotopia,Serie TV,180 mn,2 ,NA,NA,Dinotopia,Serie TV,NA,2 ,NA
9123,25 novembre 2016,6ter,1,vendredi,20.55,Iron Man & Hulk : l'union des super héros,Telefilm,80 mn,NA,NA,22.15,Iron Man & Captain America,Telefilm,80 mn,NA,NA
9124,25 novembre 2016,NRJ 12,0.7,vendredi,20.55,Flics,Serie TV,120 mn,5 ,-10 ans,NA,Flics,Serie TV,NA,5 ,NA
9125,25 novembre 2016,C Star,0.7,vendredi,20.50,La story des enfants stars,Documentaire,115 mn,NA,NA,22.45,Le Repley de la semaine,Divertissement,75 mn,NA,NA
9126,26 novembre 2016,France 2,22.5,samedi,21.00,Test-match,Sport,110 mn,NA,NA,23.10,On n'est pas couché,Talk-Show,150 mn,NA,NA
9127,26 novembre 2016,TF1,22,samedi,20.55,Danse avec les stars,Divertissement,150 mn,NA,NA,23.25,"Danse avec les stars, la suite",Divertissement,45 mn,NA,NA
9128,26 novembre 2016,France 3,17.2,samedi,20.55,Commissaire Magellan,Serie TV,190 mn,2 ,-10 ans,00.30,La nuit du piano jazz,Concert,80 mn,NA,NA
9129,26 novembre 2016,France 5,4.7,samedi,20.50,Échappées belles,Magazine,180 mn,2 ,NA,00.45,Jean-Marie Périer - Que reste-t-il de nos sixties ?,Documentaire,50 mn,NA,NA
9130,26 novembre 2016,M6,4.6,samedi,21.00,Once Upon a Time,Serie TV,100 mn,5 ,NA,NA,Once Upon a Time,Serie TV,NA,5 ,NA
9131,26 novembre 2016,W9,2.4,samedi,20.55,Les Simpson,Serie TV,40 mn,2 ,NA,NA,Les Simpson,Serie TV,NA,2 ,NA
9132,26 novembre 2016,Arte,2.2,samedi,20.50,L'étonnante histoire de Mme Tussaud et de ses théâtres de cire,Telefilm,85 mn,NA,NA,22.15,"Sida, un héritage de l'époque coloniale",Documentaire,50 mn,NA,NA
9133,26 novembre 2016,TFX,1.9,samedi,20.55,Chroniques criminelles,Magazine,270 mn,3 ,NA,NA,Chroniques criminelles,Magazine,NA,3 ,NA
9134,26 novembre 2016,Gulli,1.7,samedi,20.50,Y a-t-il un chien pour conduire le traîneau ?,Telefilm,95 mn,NA,NA,22.25,Les Chaventuriers de Noël,Telefilm,90 mn,NA,NA
9135,26 novembre 2016,C8,1.7,samedi,21.00,Génération S.A.V,Divertissement,240 mn,2 ,NA,01.00,Programmes de nuit,Magazine,360 mn,NA,NA
9136,26 novembre 2016,TMC,1.5,samedi,20.55,Flash,Serie TV,110 mn,6 ,NA,NA,Flash,Serie TV,NA,6 ,NA
9137,26 novembre 2016,RMC Decouverte,1.4,samedi,20.50,Les bûcherons de Sibérie,Telerealitee,90 mn,3 ,NA,23.15,Alaska : les derniers trappeurs,Telerealitee,45 mn,NA,NA
9138,26 novembre 2016,C Star,1.4,samedi,20.50,Match amical féminin,Sport,120 mn,NA,NA,22.50,Le Zap,Divertissement,65 mn,NA,NA
9139,26 novembre 2016,NRJ 12,1.4,samedi,20.55,"Diane, femme flic",Serie TV,230 mn,3 ,NA,NA,"Diane, femme flic",Serie TV,NA,3 ,NA
9140,26 novembre 2016,Cherie 25,1.4,samedi,20.55,La clinique du Dr H,Telefilm,110 mn,NA,NA,22.45,"Ce soir, je veillerai sur toi",Telefilm,115 mn,NA,NA
9141,26 novembre 2016,6ter,1,samedi,20.55,"Fais pas ci, fais pas ça",Serie TV,90 mn,4 ,NA,NA,"Fais pas ci, fais pas ça",Serie TV,NA,4 ,NA
9142,26 novembre 2016,RMC Story,0.9,samedi,20.55,Non élucidé,Magazine,210 mn,3 ,-10 ans,NA,Non élucidé,Magazine,NA,3 ,NA
9143,26 novembre 2016,France 4,0.5,samedi,20.55,IZombie,Serie TV,90 mn,4 ,-12 ans,23.40,Rip : fauchés et sans repos,Serie TV,50 mn,4 ,NA
9144,27 novembre 2016,TF1,40.8,dimanche,20.55,Qu'est-ce qu'on a fait au Bon Dieu ?,Film,115 mn,NA,NA,22.50,Esprits criminels,Serie TV,110 mn,2 ,-12 ans
9145,27 novembre 2016,France 2,13.7,dimanche,20.20,Spéciale «Primaire - second tour»,Magazine,145 mn,NA,NA,22.50,"Un jour, un destin",Magazine,105 mn,NA,NA
9146,27 novembre 2016,France 3,13.3,dimanche,20.55,Les enquêtes de Vera,Serie TV,170 mn,2 ,NA,23.55,Soir/3 week-end,Magazine,125 mn,NA,NA
9147,27 novembre 2016,M6,5.3,dimanche,21.00,Zone interdite,Magazine,120 mn,NA,NA,23.00,Enquête exclusive,Magazine,160 mn,2 ,NA
9148,27 novembre 2016,C8,3.1,dimanche,21.00,Tarzan,Film,110 mn,NA,NA,22.50,Transformers : l'âge de l'extinction,Film,170 mn,NA,-10 ans
9149,27 novembre 2016,Arte,2.9,dimanche,20.45,Diplomatie,Film,85 mn,NA,NA,22.10,Michael Kohlhaas,Film,120 mn,NA,-12 ans
9150,27 novembre 2016,TFX,2.3,dimanche,20.55,Sissi,Film,120 mn,NA,NA,22.55,"Sissi, naissance d'une impératrice",Telefilm,220 mn,2 ,NA
9151,27 novembre 2016,TMC,2.2,dimanche,20.55,Les experts : Miami,Serie TV,110 mn,3 ,-10 ans,23.30,90' enquêtes,Magazine,170 mn,2 ,NA
9152,27 novembre 2016,France 5,1.9,dimanche,20.50,Les merveilles de la France souterraine,Documentaire,50 mn,NA,NA,21.40,"Métro, une ville sur les rails",Documentaire,55 mn,NA,NA
9153,27 novembre 2016,NRJ 12,1.6,dimanche,20.55,S.O.S. ma famille a besoin d'aide,Magazine,190 mn,3 ,-10 ans,NA,S.O.S. ma famille a besoin d'aide,Magazine,NA,3 ,NA
9154,27 novembre 2016,6ter,1.6,dimanche,20.55,Hulk,Film,145 mn,NA,-10 ans,23.20,Storage Hunters,Telerealitee,50 mn,6 ,NA
9155,27 novembre 2016,France 4,1.0,dimanche,20.55,Casse-tête chinois,Film,100 mn,NA,NA,22.35,Vipère au poing,Film,100 mn,NA,NA
9156,27 novembre 2016,W9,0.9,dimanche,20.55,Bones,Serie TV,100 mn,6 ,NA,NA,Bones,Serie TV,NA,6 ,NA
9157,27 novembre 2016,RMC Decouverte,0.9,dimanche,20.50,Yukon Gold : l'or à tout prix,Telerealitee,100 mn,3 ,NA,00.10,Programme de nuit,Information,350 mn,NA,NA
9158,27 novembre 2016,Gulli,0.6,dimanche,20.50,Vous n'aurez pas l'Alsace et la Lorraine,Film,110 mn,NA,NA,22.40,Un grand bébé,Telefilm,80 mn,NA,NA
9159,27 novembre 2016,C Star,0.6,dimanche,20.50,American Music Awards 2016,Gala,100 mn,NA,NA,22.30,La vie d'un gigolo,Telefilm,160 mn,NA,-16 ans
9160,27 novembre 2016,RMC Story,0.5,dimanche,20.55,Omar m'a tuer,Film,105 mn,NA,NA,22.40,Dark Water,Film,105 mn,NA,NA
9161,27 novembre 2016,Cherie 25,0.5,dimanche,20.55,Femmes de loi,Serie TV,130 mn,4 ,NA,NA,Femmes de loi,Serie TV,NA,4 ,NA
9162,28 novembre 2016,TF1,25.2,lundi,20.55,Le mec de la tombe d'à côté,Telefilm,110 mn,NA,NA,22.45,"New York, unité spéciale",Serie TV,120 mn,4 ,-10 ans
9163,28 novembre 2016,M6,13.8,lundi,21.00,Mariés au premier regard,Divertissement,120 mn,NA,NA,23.00,"Génial, mes parents se marient !",Documentaire,100 mn,NA,NA
9164,28 novembre 2016,France 2,12.7,lundi,20.55,Castle,Serie TV,90 mn,4 ,NA,23.45,Sherlock,Serie TV,85 mn,NA,NA
9165,28 novembre 2016,W9,7.7,lundi,20.55,Évasion,Film,125 mn,NA,-12 ans,23.00,Taken 2,Film,115 mn,NA,-12 ans
9166,28 novembre 2016,France 3,5.7,lundi,20.55,Un long dimanche de fiançailles,Film,130 mn,NA,-12 ans,23.50,Qui sommes-nous ?,Documentaire,50 mn,NA,NA
9167,28 novembre 2016,France 5,4.3,lundi,20.50,Garde à vue,Film,85 mn,NA,NA,22.15,C dans l'air,Magazine,70 mn,NA,NA
9168,28 novembre 2016,TMC,3.9,lundi,20.55,Retour vers le futur 2,Film,125 mn,NA,NA,23.00,Retour vers le futur,Film,130 mn,NA,NA
9169,28 novembre 2016,Arte,3.2,lundi,20.50,Winter Sleep,Film,195 mn,NA,NA,00.05,Iona,Film,80 mn,NA,NA
9170,28 novembre 2016,C8,2.7,lundi,21.00,L'oeuf ou la poule ?,Divertissement,135 mn,NA,NA,23.15,Touche pas à mon poste !,Talk-Show,90 mn,NA,NA
9171,28 novembre 2016,NRJ 12,2.4,lundi,20.55,Crimes dans la Vienne,Magazine,115 mn,NA,-10 ans,22.50,Crimes en Poitou-Charentes,Magazine,115 mn,NA,-10 ans
9172,28 novembre 2016,TFX,2.2,lundi,20.55,Appels d'urgence,Magazine,190 mn,3 ,-10 ans,NA,Appels d'urgence,Magazine,NA,3 ,NA
9173,28 novembre 2016,6ter,1.5,lundi,20.55,Astérix et Cléopâtre,Film,85 mn,NA,NA,22.20,Astérix le Gaulois,Film,75 mn,NA,NA
9174,28 novembre 2016,France 4,1.2,lundi,20.55,#Hyperconnecté,Spectacle,110 mn,NA,NA,22.45,La boum,Spectacle,100 mn,NA,NA
9175,28 novembre 2016,RMC Decouverte,1.1,lundi,20.50,Design auto,Documentaire,90 mn,4 ,NA,NA,Design auto,Documentaire,NA,4 ,NA
9176,28 novembre 2016,Cherie 25,1.1,lundi,20.55,Tout sur ma mère,Film,120 mn,NA,NA,22.55,Dangereuses retrouvailles,Telefilm,110 mn,NA,-10 ans
9177,28 novembre 2016,RMC Story,0.7,lundi,20.55,Révélations,Magazine,210 mn,3 ,-10 ans,NA,Révélations,Magazine,NA,3 ,NA
9178,28 novembre 2016,C Star,0.6,lundi,20.50,Pawn Stars - Les rois des enchères,Telerealitee,40 mn,1 ,NA,01.20,Programmes de nuit,Magazine,340 mn,NA,NA
9179,29 novembre 2016,France 2,20.8,mardi,21.00,Rendez-vous en terre inconnue,Documentaire,115 mn,NA,NA,22.55,Retour en terre inconnue,Magazine,69 mn,NA,NA
9180,29 novembre 2016,France 3,15.1,mardi,20.55,Meurtres à Collioure,Telefilm,100 mn,NA,-10 ans,23.20,"Fidel Castro, une vie au pouvoir",Documentaire,95 mn,NA,NA
9181,29 novembre 2016,TF1,14.8,mardi,20.55,Person of Interest,Serie TV,110 mn,4 ,-10 ans,NA,Person of Interest,Serie TV,NA,4 ,NA
9182,29 novembre 2016,M6,13.3,mardi,21.00,La France a un incroyable talent,Divertissement,120 mn,NA,NA,23.00,"La France a un incroyable talent, ça continue",Divertissement,140 mn,2 ,NA
9183,29 novembre 2016,France 5,3.6,mardi,20.46,"Sel, l'ennemi caché",Documentaire,84 mn,NA,NA,22.25,C dans l'air,Magazine,70 mn,NA,NA
9184,29 novembre 2016,TMC,2.9,mardi,20.55,Comme un chef,Film,100 mn,NA,NA,22.35,Léon,Film,125 mn,NA,-12 ans
9185,29 novembre 2016,W9,2.7,mardi,20.55,État de choc,Magazine,110 mn,NA,-10 ans,22.45,"OFNI, l'info retournée par Bertrand Chameroy",Divertissement,105 mn,NA,NA
9186,29 novembre 2016,Arte,2.5,mardi,20.55,Le procès de Viviane Amsalem,Film,110 mn,NA,-10 ans,22.45,Il était une fois... «Le procès de Viviane Amsalem»,Documentaire,55 mn,NA,NA
9187,29 novembre 2016,NRJ 12,2.0,mardi,20.55,Sahara,Film,135 mn,NA,-10 ans,23.10,Countdown,Telefilm,115 mn,NA,-10 ans
9188,29 novembre 2016,France 4,1.9,mardi,20.55,Cold Case : affaires classées,Serie TV,90 mn,3 ,NA,23.00,Lastman,Serie TV,20 mn,7 ,-12 ans
9189,29 novembre 2016,C8,1.9,mardi,21.00,Lucky Luke,Film,125 mn,NA,NA,23.05,"OSS 117, Rio ne répond plus",Film,105 mn,NA,NA
9190,29 novembre 2016,RMC Decouverte,1.8,mardi,20.50,Hors de contrôle,Documentaire,60 mn,NA,NA,21.50,Vol miracle au-dessus de l'Hudson,Documentaire,100 mn,NA,NA
9191,29 novembre 2016,Cherie 25,1.7,mardi,20.55,Les Misérables,Film,240 mn,2 ,NA,00.40,Programmes de nuit,Magazine,320 mn,NA,NA
9192,29 novembre 2016,TFX,1.2,mardi,20.55,Baby Boom,Telerealitee,170 mn,4 ,NA,NA,Baby Boom,Telerealitee,NA,4 ,NA
9193,29 novembre 2016,C Star,1.1,mardi,20.50,American Pickers - Chasseurs de trésors,Telerealitee,140 mn,5 ,NA,NA,American Pickers - Chasseurs de trésors,Telerealitee,NA,5 ,NA
9194,29 novembre 2016,6ter,0.8,mardi,20.55,Once Upon a Time,Serie TV,90 mn,3 ,NA,23.25,Supernatural,Serie TV,90 mn,3 ,-12 ans
9195,29 novembre 2016,RMC Story,0.8,mardi,20.55,Surveillance,Telefilm,105 mn,NA,NA,22.40,"Liberté, égalité, diversité",Debat,70 mn,NA,NA
9196,30 novembre 2016,TF1,20.8,mercredi,20.55,Esprits criminels,Serie TV,100 mn,4 ,-12 ans,NA,Esprits criminels,Serie TV,NA,4 ,NA
9197,30 novembre 2016,M6,17.0,mercredi,21.00,Le meilleur pâtissier,Divertissement,140 mn,NA,NA,23.20,Le meilleur pâtissier : à vos fourneaux !,Divertissement,100 mn,2 ,NA
9198,30 novembre 2016,France 3,9.4,mercredi,20.55,Faut pas rêver,Magazine,120 mn,NA,NA,23.25,Enquêtes de régions,Magazine,55 mn,NA,NA
9199,30 novembre 2016,France 2,9.1,mercredi,20.55,Chefs,Serie TV,120 mn,3 ,NA,23.45,Stupéfiant !,Magazine,80 mn,NA,NA
9200,30 novembre 2016,Arte,6.9,mercredi,20.55,L'amour est un crime parfait,Film,105 mn,NA,-10 ans,22.40,Tom à la ferme,Film,100 mn,NA,-10 ans
9201,30 novembre 2016,TFX,3.4,mercredi,20.55,"Joséphine, ange gardien",Serie TV,210 mn,2 ,NA,00.25,4 bébés par seconde,Documentaire,130 mn,2 ,NA
9202,30 novembre 2016,France 4,3.0,mercredi,20.55,Hellboy 2 : les légions d'or maudites,Film,109 mn,NA,NA,22.45,Killer Joe,Film,100 mn,NA,-16 ans
9203,30 novembre 2016,TMC,2.9,mercredi,20.55,Éric Antoine : «Magic Délirium»,Spectacle,125 mn,NA,NA,23.00,Jeff Panacloc perd le contrôle,Spectacle,130 mn,NA,NA
9204,30 novembre 2016,W9,2.7,mercredi,20.55,Enquêtes criminelles : le magazine des faits divers,Magazine,230 mn,3 ,-10 ans,NA,Enquêtes criminelles : le magazine des faits divers,Magazine,NA,3 ,NA
9205,30 novembre 2016,France 5,2.4,mercredi,20.45,"Solar Impulse, l'impossible tour du monde",Documentaire,90 mn,NA,NA,22.20,C dans l'air,Magazine,65 mn,NA,NA
9206,30 novembre 2016,C Star,2.1,mercredi,20.50,The Prince,Telefilm,100 mn,NA,-10 ans,22.30,Le prix du sang,Telefilm,100 mn,NA,-12 ans
9207,30 novembre 2016,C8,1.7,mercredi,21.00,Instincts primaires : coulisses d'une élection,Documentaire,100 mn,NA,NA,23.30,Langue de bois s'abstenir,Magazine,60 mn,NA,NA
9208,30 novembre 2016,RMC Decouverte,1.6,mercredi,20.50,Top Gear,Magazine,120 mn,4 ,NA,NA,Top Gear,Magazine,NA,4 ,NA
9209,30 novembre 2016,Cherie 25,1.6,mercredi,20.55,"Ma femme, ma fille, 2 bébés",Serie TV,110 mn,NA,NA,22.45,Braquage en famille,Telefilm,120 mn,NA,NA
9210,30 novembre 2016,6ter,0.9,mercredi,20.55,Les princesses des neiges,Telefilm,95 mn,NA,NA,22.30,Noël tous en choeur,Telefilm,100 mn,NA,NA
9211,30 novembre 2016,NRJ 12,0.7,mercredi,20.55,Milat : traque d'un serial killer,Serie TV,130 mn,4 ,-10 ans,NA,Milat : traque d'un serial killer,Serie TV,NA,4 ,NA
9212,30 novembre 2016,RMC Story,0.7,mercredi,20.55,Dossiers surnaturels,Documentaire,190 mn,3 ,NA,NA,Dossiers surnaturels,Documentaire,NA,3 ,NA
9213,10 décembre 2016,TF1,22.3,samedi,20.55,Danse avec les stars,Divertissement,150 mn,NA,NA,23.25,"Danse avec les stars, la suite",Divertissement,45 mn,NA,NA
9214,10 décembre 2016,France 3,15.2,samedi,20.55,Commissaire Magellan,Serie TV,190 mn,2 ,NA,00.35,Annecy Classic Festival,Concert,55 mn,NA,NA
9215,10 décembre 2016,France 2,14.7,samedi,20.55,Les années bonheur,Divertissement,145 mn,NA,NA,23.30,On n'est pas couché,Talk-Show,165 mn,NA,NA
9216,10 décembre 2016,M6,9.8,samedi,21.00,NCIS : Los Angeles,Serie TV,100 mn,5 ,-10 ans,NA,NCIS : Los Angeles,Serie TV,NA,5 ,NA
9217,10 décembre 2016,Arte,4.4,samedi,20.50,"Raspoutine, meurtre à Saint-Pétersbourg",Documentaire,50 mn,NA,NA,21.40,À la recherche du trésor des Romanov,Documentaire,55 mn,NA,NA
9218,10 décembre 2016,France 5,3.7,samedi,20.50,Échappées belles,Magazine,180 mn,2 ,NA,00.45,L'air du temps,Documentaire,55 mn,NA,NA
9219,10 décembre 2016,C8,3.2,samedi,21.00,La télé des Inconnus,Divertissement,230 mn,2 ,NA,01.05,Programmes de nuit,Magazine,355 mn,NA,NA
9220,10 décembre 2016,W9,2.7,samedi,20.55,Les Simpson,Serie TV,50 mn,2 ,NA,NA,Les Simpson,Serie TV,NA,2 ,NA
9221,10 décembre 2016,France 4,2.4,samedi,20.35,Challenge européen,Sport,125 mn,NA,NA,22.40,"Dead Landes, les escapés",Serie TV,30 mn,3 ,NA
9222,10 décembre 2016,TFX,2,samedi,20.55,Chroniques criminelles,Magazine,280 mn,3 ,NA,NA,Chroniques criminelles,Magazine,NA,3 ,NA
9223,10 décembre 2016,Gulli,1.7,samedi,20.50,Trollie,Telefilm,110 mn,NA,NA,22.40,Les copains mousquetaires : un toutou et tous pour un,Telefilm,90 mn,NA,NA
9224,10 décembre 2016,RMC Decouverte,1.5,samedi,20.50,Les bûcherons de Sibérie,Telerealitee,90 mn,3 ,NA,23.15,Alaska : les électriciens de l'extrême,Telerealitee,45 mn,NA,NA
9225,10 décembre 2016,Cherie 25,1.4,samedi,20.55,Un jour tu verras,Telefilm,110 mn,NA,NA,22.45,Pour le meilleur et pour le pire,Telefilm,115 mn,NA,-10 ans
9226,10 décembre 2016,6ter,1.3,samedi,20.55,"Fais pas ci, fais pas ça",Serie TV,110 mn,3 ,NA,NA,"Fais pas ci, fais pas ça",Serie TV,NA,3 ,NA
9227,10 décembre 2016,NRJ 12,1.2,samedi,20.55,"Diane, femme flic",Serie TV,230 mn,4 ,NA,NA,"Diane, femme flic",Serie TV,NA,4 ,NA
9228,10 décembre 2016,TMC,1.1,samedi,20.55,Flash,Serie TV,110 mn,3 ,-10 ans,23.30,90' enquêtes,Magazine,200 mn,2 ,NA
9229,10 décembre 2016,C Star,1,samedi,20.50,Le Zap,Divertissement,175 mn,NA,NA,23.45,Enquête très spéciale,Magazine,70 mn,3 ,-16 ans
9230,10 décembre 2016,RMC Story,0.9,samedi,20.55,Non élucidé,Magazine,210 mn,3 ,-10 ans,NA,Non élucidé,Magazine,NA,3 ,NA
9231,11 décembre 2016,TF1,20,dimanche,20.55,La Belle et la Bête,Film,130 mn,NA,NA,23.05,Esprits criminels,Serie TV,100 mn,2 ,-16 ans
9232,11 décembre 2016,France 2,14.7,dimanche,20.55,Night and Day,Film,150 mn,NA,NA,23.30,"Un jour, un destin",Magazine,110 mn,NA,NA
9233,11 décembre 2016,France 3,14.1,dimanche,20.55,Les enquêtes de Vera,Serie TV,180 mn,2 ,NA,00.20,Goupi Mains Rouges,Film,105 mn,NA,NA
9234,11 décembre 2016,M6,8.9,dimanche,21.00,Zone interdite,Magazine,120 mn,NA,NA,23.00,Enquête exclusive,Magazine,160 mn,2 ,-10 ans
9235,11 décembre 2016,Arte,4.8,dimanche,20.45,Le guépard,Film,170 mn,NA,NA,23.35,"Luchino Visconti, entre vérité et passion",Documentaire,60 mn,NA,NA
9236,11 décembre 2016,France 5,4.2,dimanche,20.50,Les passages de Paris,Documentaire,50 mn,NA,NA,21.40,"Montmartre, un village à Paris",Documentaire,55 mn,NA,NA
9237,11 décembre 2016,TMC,4,dimanche,20.55,Les mystères de l'amour,Serie TV,130 mn,2 ,NA,23.00,Hélène à l'Olympia,Concert,105 mn,NA,NA
9238,11 décembre 2016,TFX,3.3,dimanche,20.55,Destination finale 5,Film,110 mn,NA,-12 ans,22.45,Piranha 3D,Film,105 mn,NA,-16 ans
9239,11 décembre 2016,France 4,3,dimanche,20.55,Le nom des gens,Film,95 mn,NA,-10 ans,22.30,La crème de la crème,Film,85 mn,NA,-12 ans
9240,11 décembre 2016,6ter,1.6,dimanche,20.55,Monstres et Cie,Film,95 mn,NA,NA,22.30,Storage Hunters,Telerealitee,40 mn,8 ,NA
9241,11 décembre 2016,NRJ 12,1.5,dimanche,20.55,S.O.S. ma famille a besoin d'aide,Magazine,180 mn,3 ,-10 ans,NA,S.O.S. ma famille a besoin d'aide,Magazine,NA,3 ,NA
9242,11 décembre 2016,W9,1.3,dimanche,20.55,Bones,Serie TV,110 mn,6 ,-12 ans,NA,Bones,Serie TV,NA,6 ,NA
9243,11 décembre 2016,C8,1.3,dimanche,21.00,Didier,Film,120 mn,NA,NA,23.00,Focus,Magazine,110 mn,NA,NA
9244,11 décembre 2016,Cherie 25,1.1,dimanche,20.55,Femmes de loi,Serie TV,130 mn,4 ,NA,NA,Femmes de loi,Serie TV,NA,4 ,NA
9245,11 décembre 2016,RMC Decouverte,0.9,dimanche,20.50,Yukon Gold : l'or à tout prix,Telerealitee,100 mn,4 ,NA,NA,Yukon Gold : l'or à tout prix,Telerealitee,NA,4 ,NA
9246,11 décembre 2016,RMC Story,0.9,dimanche,20.55,Black Swan,Film,119 mn,NA,-10 ans,22.55,Infernal Affairs 2,Film,120 mn,NA,NA
9247,11 décembre 2016,C Star,0.9,dimanche,20.50,Itinéraire d'un showman : la Story de M. Pokora,Documentaire,105 mn,NA,NA,22.35,Secretaries,Telefilm,105 mn,NA,-16 ans
9248,11 décembre 2016,Gulli,0.4,dimanche,20.50,Sacré Noël !,Telefilm,120 mn,NA,NA,22.50,Le Capitan,Film,115 mn,NA,NA
9249,12 décembre 2016,TF1,20.6,lundi,20.55,Une famille formidable,Serie TV,130 mn,2 ,NA,23.05,"New York, unité spéciale",Serie TV,120 mn,4 ,-12 ans
9250,12 décembre 2016,France 2,13.5,lundi,20.55,Castle,Serie TV,90 mn,4 ,NA,NA,Castle,Serie TV,NA,4 ,NA
9251,12 décembre 2016,M6,12.3,lundi,21.00,Cauchemar en cuisine,Magazine,200 mn,3 ,NA,NA,Cauchemar en cuisine,Magazine,NA,3 ,NA
9252,12 décembre 2016,France 3,10.3,lundi,20.55,Danse avec les loups,Film,180 mn,NA,NA,23.55,Grand Soir/3,Journal,30 mn,NA,NA
9253,12 décembre 2016,W9,4.9,lundi,20.55,Pirates des Caraïbes - La malédiction du Black Pearl,Film,155 mn,NA,NA,23.30,Man Up,Film,110 mn,NA,-10 ans
9254,12 décembre 2016,TMC,4.5,lundi,20.55,L'arme fatale 2,Film,130 mn,NA,NA,23.05,L'arme fatale,Film,125 mn,NA,-12 ans
9255,12 décembre 2016,France 5,4.1,lundi,20.50,Nicolas Le Floch,Serie TV,110 mn,2 ,-10 ans,22.40,C dans l'air,Magazine,65 mn,NA,NA
